,row_id,clean_phrase,category,timestamp,phrase_freq,sentiment_score,matched_product,listing_category,stock_level,final_similarity,used_backup
15693,38379,sony cyber,Electronics,2015-04-05 07:00:00,1,1,Camera,Electronics,5576465,0.50082946,False
15695,38380,ft245r usb fifo ic,Electronics,2015-03-29 07:00:00,1,0,Laptop,Electronics,5558643,0.5081267,True
15696,38387,matzunichi m97 tablet,Electronics,2015-02-21 08:00:00,1,0,Tablet,Electronics,5601340,0.6316612,False
15699,38393,their macbook,Electronics,2015-02-22 08:00:00,1,0,Laptop,Electronics,5558643,0.61057043,False
15715,38417,"fit galaxy tab 3 10.1"" tablets",Electronics,2015-02-07 08:00:00,1,1,Tablet,Electronics,5601340,0.51678085,True
15721,38420,zmodo ptz camera,Electronics,2015-04-12 07:00:00,1,0,Camera,Electronics,5576465,0.59143424,False
15740,38453,microsoft surface 2 tablet,Electronics,2015-02-19 08:00:00,1,0,Tablet,Electronics,5601340,0.61267257,False
15743,38469,hardware,Electronics,2015-03-12 07:00:00,1,-1,Laptop,Electronics,5558643,0.5364239,False
15744,38471,hp 15-g012 dx laptop,Electronics,2015-04-16 07:00:00,1,0,Laptop,Electronics,5558643,0.50235987,True
15746,38475,acer aspire e5-571p series laptops,Electronics,2015-03-31 07:00:00,1,-1,Laptop,Electronics,5558643,0.5250928,False
15756,38486,digital video recorder,Electronics,2015-04-11 07:00:00,1,0,Camera,Electronics,5576465,0.5066364,False
15768,38496,only a pc monitor,Electronics,2015-02-26 08:00:00,1,0,Monitor,Electronics,5506270,0.7268162,False
15769,38497,samsung tab 4 (tablet,Electronics,2015-02-21 08:00:00,1,0,Tablet,Electronics,5601340,0.67457414,False
15770,38498,acer tablet,Electronics,2015-03-16 07:00:00,1,0,Tablet,Electronics,5601340,0.74013764,False
15783,38517,sony a7ii,Electronics,2015-02-05 08:00:00,2,0,Camera,Electronics,5576465,0.5428302,False
15798,38526,sel1018 lens,Electronics,2015-04-17 07:00:00,1,0,Camera,Electronics,5576465,0.63004464,True
15814,38542,audible book,Electronics,2015-03-08 08:00:00,1,0,Textbooks,Books,6289025,0.6107665,False
15818,38569,ipod 64gb,Electronics,2015-04-13 07:00:00,1,1,Smartphone,Electronics,5584861,0.5609274,True
15833,38597,sony ea50,Electronics,2015-04-01 07:00:00,1,1,Camera,Electronics,5576465,0.61934465,True
15838,38603,one hdmi input,Electronics,2015-02-16 08:00:00,1,0,Monitor,Electronics,5506270,0.66745365,True
15851,38617,blackmagic 4k camera,Electronics,2015-03-09 07:00:00,1,0,Camera,Electronics,5576465,0.5077539,True
15861,38628,usb 2.0 header,Electronics,2015-04-04 07:00:00,1,1,Laptop,Electronics,5558643,0.5081267,True
15872,38649,bookbook case,Electronics,2015-02-26 08:00:00,1,1,Textbooks,Books,6289025,0.5564319,False
15876,38653,which usb,Electronics,2015-02-28 08:00:00,1,0,Laptop,Electronics,5558643,0.5081267,True
15880,38658,kindle paper device,Electronics,2015-04-09 07:00:00,1,1,Smartphone,Electronics,5584861,0.5065053,False
15889,38672,one ps4,Electronics,2015-03-15 07:00:00,1,0,Gaming Console,Electronics,5606624,0.5594764,True
15904,38687,gateway nv53 laptop,Electronics,2015-02-07 08:00:00,1,0,Laptop,Electronics,5558643,1.0,True
15905,38688,hp pavilion g6 laptop,Electronics,2015-03-01 08:00:00,1,-1,Laptop,Electronics,5558643,0.60694116,False
15909,38689,ricoh pentax flagship camera system,Electronics,2015-04-19 07:00:00,1,0,Camera,Electronics,5576465,0.5139525,False
15911,38694,michaelangelos camera obscura,Electronics,2015-04-15 07:00:00,1,0,Camera,Electronics,5576465,0.6172925,False
15920,38708,ipad yes,Electronics,2015-02-08 08:00:00,1,1,Tablet,Electronics,5601340,0.51321733,False
15923,38712,sony hdr pj275 sony handycam,Electronics,2015-04-18 07:00:00,1,-1,Camera,Electronics,5576465,0.5019052,False
15925,38713,old alpha camera series,Electronics,2015-04-14 07:00:00,1,1,Camera,Electronics,5576465,0.5472082,True
15930,38719,gameboy,Electronics,2015-03-19 07:00:00,1,0,Gaming Console,Electronics,5606624,0.5533112,False
15931,38728,cheap $10 skullcandy earbuds,Electronics,2015-03-20 07:00:00,1,0,Headphones,Electronics,5572988,0.5041346,False
15935,38742,tcl tv,Electronics,2015-02-06 08:00:00,1,1,Monitor,Electronics,5506270,0.53047484,True
15938,38746,compatible android phone,Electronics,2015-03-20 07:00:00,1,1,Smartphone,Electronics,5584861,0.6290316,False
15952,38760,lenovo - thinkpad x201 tablet,Electronics,2015-04-20 07:00:00,1,1,Tablet,Electronics,5601340,0.5203429,True
15956,38762,and one usb,Electronics,2015-04-08 07:00:00,1,1,Laptop,Electronics,5558643,0.5081267,True
15976,38783,pc/mac,Electronics,2015-04-28 07:00:00,3,0,Laptop,Electronics,5558643,0.51148874,False
15981,38788,one usb,Electronics,2015-02-23 08:00:00,3,0,Laptop,Electronics,5558643,0.5081267,True
15987,38793,iphone or android device,Electronics,2015-03-07 08:00:00,1,1,Smartphone,Electronics,5584861,0.7375349,False
15988,38796,hp pavilion g7 2220us,Electronics,2015-02-17 08:00:00,1,-1,Laptop,Electronics,5558643,0.5017303,False
15994,38807,satellite l635 toshiba,Electronics,2015-02-23 08:00:00,1,0,Laptop,Electronics,5558643,0.5034442,False
15999,38824,model ptcds7ui,Electronics,2015-03-04 08:00:00,1,-1,Blender,Home Appliances,6234391,0.5319724,True
16000,38828,just an lcd project,Electronics,2015-04-15 07:00:00,1,0,Monitor,Electronics,5506270,0.5206075,False
16001,38830,facetime camera,Electronics,2015-03-17 07:00:00,1,1,Camera,Electronics,5576465,0.6234181,False
16005,38841,camera settings,Electronics,2015-03-04 08:00:00,1,0,Camera,Electronics,5576465,0.6343993,False
16008,38842,contour roam2 waterproof video camera,Electronics,2015-03-02 08:00:00,1,0,Camera,Electronics,5576465,0.504885,True
16013,38846,all nikon dslr,Electronics,2015-03-13 07:00:00,1,1,Camera,Electronics,5576465,0.60493994,True
16014,38847,nikons,Electronics,2015-03-02 08:00:00,3,1,Camera,Electronics,5576465,0.68596184,False
16015,38848,nikon equivalent,Electronics,2015-04-13 07:00:00,1,1,Camera,Electronics,5576465,0.5345137,False
16019,38861,macbook screen,Electronics,2015-03-21 07:00:00,1,-1,Monitor,Electronics,5506270,0.51265174,False
16026,38870,ac section,Electronics,2015-02-11 08:00:00,1,0,Air Conditioner,Home Appliances,6212336,0.5519544,False
16028,38875,idevice,Electronics,2015-04-25 07:00:00,1,0,Smartphone,Electronics,5584861,0.65240467,False
16043,38895,model dt01aca300,Electronics,2015-03-01 08:00:00,1,0,Blender,Home Appliances,6234391,0.5319724,True
16069,38922,its surveillance system,Electronics,2015-03-20 07:00:00,1,1,Camera,Electronics,5576465,0.51196134,False
16074,38926,2013 fltru back king tour pak speakers,Electronics,2015-04-27 07:00:00,1,1,Speaker,Electronics,5608503,0.5230017,False
16079,38929,6.5 inch hertz hcx165 speakers,Electronics,2015-03-30 07:00:00,1,0,Speaker,Electronics,5608503,0.5035398,True
16082,38932,other toshiba canvio slims,Electronics,2015-02-18 08:00:00,1,1,Laptop,Electronics,5558643,0.5574672,True
16089,38949,both dvi -&gt,Electronics,2015-02-11 08:00:00,1,0,Monitor,Electronics,5506270,0.526425,True
16090,38949,vga and dvi -&gt,Electronics,2015-02-11 08:00:00,1,0,Monitor,Electronics,5506270,0.5200017,False
16092,38951,2 dvi-d monitors,Electronics,2015-03-03 08:00:00,1,-1,Monitor,Electronics,5506270,0.52502006,True
16112,38989,iphone 6 plus,Electronics,2015-03-31 07:00:00,1,-1,Smartphone,Electronics,5584861,0.5426398,False
16113,38998,brand pc,Electronics,2015-02-11 08:00:00,1,0,Gaming Console,Electronics,5606624,0.50710636,False
16119,39005,monoprice tablet,Electronics,2015-03-01 08:00:00,1,0,Tablet,Electronics,5601340,0.6740245,False
16147,39075,four sony bookshelf speakers,Electronics,2015-02-14 08:00:00,1,1,Speaker,Electronics,5608503,0.57076657,True
16162,39108,phone and i-pad mini,Electronics,2015-04-01 07:00:00,1,-1,Smartphone,Electronics,5584861,0.5168263,False
16165,39115,no hdmi inputs,Electronics,2015-04-20 07:00:00,1,0,Monitor,Electronics,5506270,0.66745365,True
16166,39117,tablet hdmi,Electronics,2015-02-21 08:00:00,1,1,Tablet,Electronics,5601340,0.63586116,False
16175,39130,hp dv2600,Electronics,2015-02-06 08:00:00,1,0,Laptop,Electronics,5558643,0.54128754,True
16180,39144,toshiba portege,Electronics,2015-04-28 07:00:00,1,1,Laptop,Electronics,5558643,0.5901016,False
16181,39145,toshiba p75-a7200,Electronics,2015-04-18 07:00:00,2,-1,Laptop,Electronics,5558643,0.5254571,False
16189,39154,toshiba satellite a350,Electronics,2015-03-26 07:00:00,1,0,Laptop,Electronics,5558643,0.57733846,True
16193,39158,bluetooth headset,Electronics,2015-03-07 08:00:00,6,1,Headphones,Electronics,5572988,0.5323055,False
16206,39186,samsung model,Electronics,2015-03-11 07:00:00,1,0,Smartphone,Electronics,5584861,0.6038505,False
16214,39197,iphones/driod phones,Electronics,2015-02-12 08:00:00,1,0,Smartphone,Electronics,5584861,0.55215967,False
16230,39218,13.3 inch hp notebook,Electronics,2015-02-12 08:00:00,1,0,Laptop,Electronics,5558643,0.5753922,False
16261,39292,sony rx,Electronics,2015-02-09 08:00:00,1,0,Camera,Electronics,5576465,0.5469327,False
16272,39307,blue tooth 4 devices,Electronics,2015-02-05 08:00:00,1,-1,Smartphone,Electronics,5584861,0.500227,True
16275,39312,iron x cam,Electronics,2015-02-10 08:00:00,1,0,Camera,Electronics,5576465,0.5255387,False
16278,39315,canon700d,Electronics,2015-02-20 08:00:00,2,1,Camera,Electronics,5576465,0.6081364,False
16298,39336,both elitebooks,Electronics,2015-02-02 08:00:00,1,1,Cookbooks,Books,6234808,0.5575179,True
16300,39337,all the hp computers,Electronics,2015-03-02 08:00:00,1,0,Laptop,Electronics,5558643,0.52138555,False
16311,39359,hero 2014 budget cam,Electronics,2015-02-03 08:00:00,1,1,Camera,Electronics,5576465,0.53505045,False
16314,39361,gopro3 cameras,Electronics,2015-03-19 07:00:00,1,0,Camera,Electronics,5576465,0.62665784,False
16344,39426,m50x headphones,Electronics,2015-04-22 07:00:00,1,-1,Headphones,Electronics,5572988,0.7099614,False
16392,39534,nook hd,Electronics,2015-02-16 08:00:00,1,0,Tablet,Electronics,5601340,0.5012339,False
16423,39592,playstation 4 console,Electronics,2015-03-29 07:00:00,1,1,Gaming Console,Electronics,5606624,0.74900174,False
16463,39634,d3xxx cameras,Electronics,2015-02-28 08:00:00,1,0,Camera,Electronics,5576465,0.56585324,False
16475,39647,unlocked samsung s4,Electronics,2015-02-05 08:00:00,1,1,Smartphone,Electronics,5584861,0.507037,False
16503,39693,ac/dc generic,Electronics,2015-02-07 08:00:00,1,1,Air Conditioner,Home Appliances,6212336,0.5031335,False
16506,39701,monitor70 series ii,Electronics,2015-03-04 08:00:00,1,1,Monitor,Electronics,5506270,0.691849,False
16509,39708,asus notebook,Electronics,2015-03-04 08:00:00,1,0,Laptop,Electronics,5558643,0.6157856,False
16523,39739,regular hdmi,Electronics,2015-02-25 08:00:00,1,0,Monitor,Electronics,5506270,0.50191,False
16531,39756,tagital tablet,Electronics,2015-04-07 07:00:00,1,1,Tablet,Electronics,5601340,0.7036811,False
16540,39772,toshiba laptop satellite c655d-s5041,Electronics,2015-03-27 07:00:00,1,-1,Laptop,Electronics,5558643,0.5127897,False
16542,39775,mo4 speakers,Electronics,2015-03-12 07:00:00,1,1,Speaker,Electronics,5608503,0.5851432,False
16563,39807,5 ptz cameras,Electronics,2015-03-27 07:00:00,1,0,Camera,Electronics,5576465,0.5290444,False
16564,39808,2 ptz cameras,Electronics,2015-03-19 07:00:00,1,0,Camera,Electronics,5576465,0.54123837,False
16565,39809,ptz camera,Electronics,2015-03-13 07:00:00,1,0,Camera,Electronics,5576465,0.6424315,False
16575,39825,its bluetooth setting,Electronics,2015-03-20 07:00:00,1,0,Smartphone,Electronics,5584861,0.5497149,True
16576,39825,dongle,Electronics,2015-03-20 07:00:00,2,0,Smartphone,Electronics,5584861,0.50660765,False
16579,39832,samsung ativ 500t1c,Electronics,2015-02-14 08:00:00,1,0,Smartphone,Electronics,5584861,0.5315106,True
16590,39846,head unit,Electronics,2015-04-30 07:00:00,2,0,Headphones,Electronics,5572988,0.50818545,False
16596,39856,kindle touch,Electronics,2015-04-13 07:00:00,1,0,Smartphone,Electronics,5584861,0.52887696,False
16604,39863,fr lg phones,Electronics,2015-02-28 08:00:00,1,0,Smartphone,Electronics,5584861,0.5980798,False
16626,39906,new macbook pro retina,Electronics,2015-04-15 07:00:00,2,1,Laptop,Electronics,5558643,0.51701254,True
16633,39909,envy 6 1110us laptop,Electronics,2015-04-20 07:00:00,1,1,Laptop,Electronics,5558643,0.55456686,False
16635,39911,hp envy model,Electronics,2015-04-09 07:00:00,1,1,Laptop,Electronics,5558643,0.5046782,False
16636,39912,hp envy,Electronics,2015-03-23 07:00:00,4,-1,Laptop,Electronics,5558643,0.54669976,False
16640,39919,dell latitude laptop,Electronics,2015-02-11 08:00:00,1,0,Laptop,Electronics,5558643,0.63095844,False
16659,39966,only not usb,Electronics,2015-03-02 08:00:00,1,1,Laptop,Electronics,5558643,0.5081267,True
16661,39968,asus tablet t300tf,Electronics,2015-02-28 08:00:00,1,0,Tablet,Electronics,5601340,0.6074121,False
16670,39980,usb dongle,Electronics,2015-02-06 08:00:00,1,0,Laptop,Electronics,5558643,0.5081267,True
16680,40006,vga/hdmi,Electronics,2015-02-22 08:00:00,1,0,Monitor,Electronics,5506270,0.59446126,False
16681,40008,gopro 4 silver,Electronics,2015-02-18 08:00:00,1,0,Camera,Electronics,5576465,0.5773689,True
16684,40015,sony video camera,Electronics,2015-03-17 07:00:00,1,0,Camera,Electronics,5576465,0.6865629,False
16687,40026,apple macbook,Electronics,2015-03-10 07:00:00,1,1,Laptop,Electronics,5558643,0.6110961,False
16719,40085,pic live view,Electronics,2015-03-25 07:00:00,1,-1,Camera,Electronics,5576465,0.554937,False
16721,40087,dell inspiron notebook,Electronics,2015-02-02 08:00:00,1,0,Laptop,Electronics,5558643,0.5771499,False
16723,40091,canon d5100,Electronics,2015-03-12 07:00:00,1,-1,Camera,Electronics,5576465,0.55142903,False
16733,40107,bluetooth device/phone,Electronics,2015-03-01 08:00:00,1,0,Smartphone,Electronics,5584861,0.64770055,False
16735,40111,vr3 monitor,Electronics,2015-03-03 08:00:00,1,1,Monitor,Electronics,5506270,0.59178954,False
16751,40139,lenovo horizon 2 i7,Electronics,2015-02-18 08:00:00,1,0,Laptop,Electronics,5558643,0.54654187,True
16753,40145,other hdmi device,Electronics,2015-03-16 07:00:00,2,1,Monitor,Electronics,5506270,0.5100615,False
16763,40158,dell p2715q 4k monitor,Electronics,2015-03-17 07:00:00,1,-1,Monitor,Electronics,5506270,0.5344002,False
16766,40159,benq monitor,Electronics,2015-02-17 08:00:00,1,0,Monitor,Electronics,5506270,0.68062216,False
16772,40169,apple ipod,Electronics,2015-04-03 07:00:00,1,1,Smartphone,Electronics,5584861,0.5255666,False
16789,40194,lenovo m91p,Electronics,2015-04-06 07:00:00,1,1,Laptop,Electronics,5558643,0.54965067,False
16791,40195,lenovo m55e,Electronics,2015-03-31 07:00:00,1,1,Laptop,Electronics,5558643,0.5965806,False
16811,40227,aspire 5534 laptops,Electronics,2015-03-19 07:00:00,1,0,Laptop,Electronics,5558643,0.60372627,False
16820,40237,daughter's android tablet,Electronics,2015-02-09 08:00:00,1,1,Tablet,Electronics,5601340,0.6789485,False
16847,40299,dell aio,Electronics,2015-02-20 08:00:00,1,0,Laptop,Electronics,5558643,0.5044003,False
16848,40299,"27"" lcd",Electronics,2015-02-20 08:00:00,1,0,Monitor,Electronics,5506270,0.5801823,False
16865,40344,htc droid,Electronics,2015-03-02 08:00:00,1,0,Smartphone,Electronics,5584861,0.6362952,False
16873,40356,wtih blackberry,Electronics,2015-03-13 07:00:00,1,1,Smartphone,Electronics,5584861,0.5824513,False
16876,40360,film,Electronics,2015-04-17 07:00:00,2,0,Camera,Electronics,5576465,0.57407796,False
16883,40382,sub woofer,Electronics,2015-02-11 08:00:00,1,0,Speaker,Electronics,5608503,0.52454793,False
16886,40384,gopro 1 & 2 mount,Electronics,2015-04-01 07:00:00,1,1,Camera,Electronics,5576465,0.5773689,True
16887,40384,gopro 4 mount,Electronics,2015-04-01 07:00:00,1,1,Camera,Electronics,5576465,0.5773689,True
16889,40386,8 inch hkc tablet,Electronics,2015-02-02 08:00:00,1,-1,Tablet,Electronics,5601340,0.5320617,False
16897,40397,samsung galaxy ek-gc200zkaxar,Electronics,2015-03-08 08:00:00,1,-1,Smartphone,Electronics,5584861,0.6783432,True
16898,40398,samsung wb350f camera,Electronics,2015-03-11 07:00:00,1,0,Camera,Electronics,5576465,0.6075127,False
16899,40402,galaxy,Electronics,2015-04-04 07:00:00,4,1,Smartphone,Electronics,5584861,0.59045887,False
16903,40414,canon 6d.,Electronics,2015-03-11 07:00:00,1,0,Camera,Electronics,5576465,0.596035,False
16913,40434,3g,Electronics,2015-03-26 07:00:00,1,1,Smartphone,Electronics,5584861,0.5058758,False
16915,40439,imax 3d,Electronics,2015-02-08 08:00:00,1,1,Blender,Home Appliances,6234391,0.524415,True
16942,40492,ac-adapter,Electronics,2015-02-24 08:00:00,1,0,Air Conditioner,Home Appliances,6212336,0.5353587,False
16957,40507,actual ls6195 series phone,Electronics,2015-03-09 07:00:00,1,1,Smartphone,Electronics,5584861,0.5203399,False
16972,40527,what usb chipset,Electronics,2015-04-23 07:00:00,1,0,Laptop,Electronics,5558643,0.5081267,True
16994,40574,phone versions,Electronics,2015-04-06 07:00:00,1,0,Smartphone,Electronics,5584861,0.6568512,False
16997,40581,lg monitor,Electronics,2015-03-10 07:00:00,1,0,Monitor,Electronics,5506270,0.73802674,False
16999,40585,had dish,Electronics,2015-04-29 07:00:00,1,0,Dishwasher,Home Appliances,6228109,0.566871,True
17009,40592,camera's a samsung smart camera wb350f,Electronics,2015-03-05 08:00:00,1,1,Camera,Electronics,5576465,0.60910404,False
17013,40594,especially iphones,Electronics,2015-03-02 08:00:00,1,1,Smartphone,Electronics,5584861,0.56638575,False
17015,40596,"15"" macbook",Electronics,2015-02-15 08:00:00,2,0,Laptop,Electronics,5558643,0.578513,False
17021,40610,their own ipads,Electronics,2015-02-23 08:00:00,1,1,Tablet,Electronics,5601340,0.55233634,True
17024,40618,sony wx80,Electronics,2015-02-16 08:00:00,1,0,Camera,Electronics,5576465,0.5017427,False
17027,40626,jaybird headphones,Electronics,2015-02-17 08:00:00,1,0,Headphones,Electronics,5572988,0.7286576,False
17033,40633,"13.3"" macbook pro",Electronics,2015-04-01 07:00:00,1,1,Laptop,Electronics,5558643,0.54069996,True
17037,40640,onlenovo g780,Electronics,2015-04-02 07:00:00,1,0,Laptop,Electronics,5558643,0.5030201,False
17040,40642,lenovo g555 model,Electronics,2015-02-19 08:00:00,1,-1,Laptop,Electronics,5558643,0.5175233,False
17061,40660,sony hdr-as200v.,Electronics,2015-03-15 07:00:00,2,1,Camera,Electronics,5576465,0.5207219,False
17062,40660,sony aka-lu1,Electronics,2015-03-15 07:00:00,2,1,Camera,Electronics,5576465,0.5030187,False
17064,40662,hdras200 action cam,Electronics,2015-03-04 08:00:00,1,1,Camera,Electronics,5576465,0.55159104,False
17070,40679,lenovo part,Electronics,2015-03-05 08:00:00,1,1,Laptop,Electronics,5558643,0.6074527,False
17091,40722,universal smart phone camera lens kit,Electronics,2015-02-26 08:00:00,1,1,Camera,Electronics,5576465,0.5497381,True
17093,40724,sony wxgt80ui,Electronics,2015-02-23 08:00:00,1,0,Camera,Electronics,5576465,0.61934465,True
17108,40762,iphone 5s / 5 battery,Electronics,2015-03-22 07:00:00,1,0,Smartphone,Electronics,5584861,0.74884415,True
17120,40781,first samsung note phone,Electronics,2015-03-21 07:00:00,1,0,Smartphone,Electronics,5584861,0.54883385,False
17161,40842,blackmagic camera,Electronics,2015-02-18 08:00:00,1,0,Camera,Electronics,5576465,0.59763205,False
17164,40844,(hdmi,Electronics,2015-02-04 08:00:00,1,0,Monitor,Electronics,5506270,0.5273206,False
17178,40865,winbook tw802 no,Electronics,2015-02-21 08:00:00,1,0,Laptop,Electronics,5558643,0.6157869,True
17184,40873,fully functioning windows laptop,Electronics,2015-03-20 07:00:00,1,1,Laptop,Electronics,5558643,0.5971874,False
17193,40898,nikon coolpix l830,Electronics,2015-02-28 08:00:00,1,-1,Camera,Electronics,5576465,0.5385357,True
17199,40908,raspberry,Electronics,2015-03-20 07:00:00,1,0,Tablet,Electronics,5601340,0.5149108,False
17203,40913,typical plugged-in usb plug,Electronics,2015-03-15 07:00:00,1,0,Laptop,Electronics,5558643,0.5081267,True
17210,40922,"ipad, ipod",Electronics,2015-04-25 07:00:00,1,1,Smartphone,Electronics,5584861,0.5554781,False
17213,40924,bluetooth device,Electronics,2015-03-15 07:00:00,7,1,Smartphone,Electronics,5584861,0.57111454,False
17215,40928,supplied usb device,Electronics,2015-04-28 07:00:00,1,1,Tablet,Electronics,5601340,0.50557435,True
17216,40933,ftp://ftp.panasonic.com/headphone/schc38/sc-hc38_mul_oi.pdf#page=6,Electronics,2015-04-22 07:00:00,1,0,Headphones,Electronics,5572988,0.5022619,False
17223,40946,rca wireless headphone thingy,Electronics,2015-02-22 08:00:00,1,0,Headphones,Electronics,5572988,0.6422163,False
17236,40982,acer iconia 7.9 inch tablet,Electronics,2015-02-09 08:00:00,1,0,Tablet,Electronics,5601340,0.5584165,False
17238,40986,hp deskto,Electronics,2015-03-17 07:00:00,1,1,Laptop,Electronics,5558643,0.5860593,False
17242,40989,nextbook,Electronics,2015-03-16 07:00:00,1,0,Textbooks,Books,6289025,0.54500794,False
17246,41000,olympus mirrorless camera,Electronics,2015-04-11 07:00:00,1,0,Camera,Electronics,5576465,0.52025795,True
17247,41001,olympus e,Electronics,2015-03-28 07:00:00,1,0,Camera,Electronics,5576465,0.5119702,True
17249,41003,series 9 ultrabook samsung,Electronics,2015-03-24 07:00:00,1,-1,Laptop,Electronics,5558643,0.51047534,True
17258,41026,lenovo x200 tablet laptop,Electronics,2015-02-11 08:00:00,1,0,Tablet,Electronics,5601340,0.5462004,False
17266,41054,toshiba e45t a4200 ultrabook,Electronics,2015-03-30 07:00:00,1,0,Laptop,Electronics,5558643,0.5076611,False
17267,41056,htc one m8,Electronics,2015-05-01 07:00:00,2,1,Smartphone,Electronics,5584861,0.55735123,False
17285,41098,uniden 3cordless phones,Electronics,2015-03-27 07:00:00,1,0,Smartphone,Electronics,5584861,0.57777,False
17287,41103,usb headset,Electronics,2015-03-14 07:00:00,1,-1,Headphones,Electronics,5572988,0.58512235,False
17290,41111,ghost s camera,Electronics,2015-04-28 07:00:00,1,1,Camera,Electronics,5576465,0.6714276,False
17292,41118,14 inch hp chromebook,Electronics,2015-04-05 07:00:00,1,1,Laptop,Electronics,5558643,0.5035996,False
17295,41124,samsung s3,Electronics,2015-03-30 07:00:00,2,-1,Smartphone,Electronics,5584861,0.63319945,False
17296,41125,bose speaker,Electronics,2015-03-29 07:00:00,4,-1,Speaker,Electronics,5608503,0.7316961,False
17335,41186,casio camera,Electronics,2015-02-16 08:00:00,1,1,Camera,Electronics,5576465,0.6527954,False
17356,41215,nikon name,Electronics,2015-04-18 07:00:00,1,1,Camera,Electronics,5576465,0.5470278,False
17357,41215,nikon 35 mm camera,Electronics,2015-04-18 07:00:00,1,1,Camera,Electronics,5576465,0.5191305,False
17359,41216,nikon j4,Electronics,2015-03-02 08:00:00,1,1,Camera,Electronics,5576465,0.54830796,False
17366,41229,full frame nikon camera,Electronics,2015-03-29 07:00:00,1,0,Camera,Electronics,5576465,0.5213891,True
17372,41243,shutter release,Electronics,2015-04-04 07:00:00,1,0,Camera,Electronics,5576465,0.5163679,False
17376,41245,head,Electronics,2015-02-10 08:00:00,1,0,Headphones,Electronics,5572988,0.5080743,False
17379,41247,"""microsoft",Electronics,2015-04-20 07:00:00,1,1,Blender,Home Appliances,6234391,0.500462,True
17380,41250,"ps4,xbox 0ne",Electronics,2015-02-24 08:00:00,1,-1,Gaming Console,Electronics,5606624,0.5179884,False
17393,41281,cvc6945 indoor/outdoor camera,Electronics,2015-02-07 08:00:00,1,0,Camera,Electronics,5576465,0.5456856,False
17395,41292,ptz cam,Electronics,2015-04-09 07:00:00,1,1,Camera,Electronics,5576465,0.56657463,False
17402,41308,pink laptop,Electronics,2015-04-09 07:00:00,1,1,Laptop,Electronics,5558643,0.7200502,False
17411,41314,some active pc speakers,Electronics,2015-04-02 07:00:00,1,0,Speaker,Electronics,5608503,0.5591545,False
17415,41314,hdmi video,Electronics,2015-04-02 07:00:00,1,0,Monitor,Electronics,5506270,0.5526879,False
17418,41330,lilliput monitor,Electronics,2015-02-27 08:00:00,1,0,Monitor,Electronics,5506270,0.6922773,False
17420,41330,black magic cinema camera 4k,Electronics,2015-02-27 08:00:00,1,0,Camera,Electronics,5576465,0.52678394,False
17431,41343,ultrabook,Electronics,2015-03-30 07:00:00,1,0,Laptop,Electronics,5558643,0.54062617,False
17432,41345,particularly the samsung galaxy s4,Electronics,2015-04-01 07:00:00,1,-1,Smartphone,Electronics,5584861,0.64355904,False
17436,41364,harman/kardon speakers,Electronics,2015-03-24 07:00:00,1,1,Speaker,Electronics,5608503,0.53115565,False
17461,41410,apple ipad,Electronics,2015-03-04 08:00:00,2,0,Tablet,Electronics,5601340,0.5102573,False
17462,41410,other bluetooth device,Electronics,2015-03-04 08:00:00,1,0,Smartphone,Electronics,5584861,0.5299492,False
17484,41464,pc/mac/mobile,Electronics,2015-02-11 08:00:00,1,0,Smartphone,Electronics,5584861,0.55259216,False
17499,41485,win 8 laptop,Electronics,2015-03-13 07:00:00,1,0,Laptop,Electronics,5558643,0.6209598,False
17501,41486,one hdmi monitor,Electronics,2015-04-02 07:00:00,1,1,Monitor,Electronics,5506270,0.625786,False
17505,41491,winbook windows 8.1 tablet,Electronics,2015-02-20 08:00:00,1,0,Tablet,Electronics,5601340,0.54174936,False
17511,41516,i phone 5s,Electronics,2015-04-27 07:00:00,1,0,Smartphone,Electronics,5584861,0.54750305,False
17521,41534,other hdmi,Electronics,2015-04-15 07:00:00,1,1,Monitor,Electronics,5506270,0.5323216,False
17537,41544,same rockford fosgate speakers,Electronics,2015-05-01 07:00:00,1,1,Speaker,Electronics,5608503,0.5542834,True
17543,41549,pioneer ts-a6995r 7 way speaker,Electronics,2015-04-18 07:00:00,2,1,Speaker,Electronics,5608503,0.5232512,False
17544,41550,pioneer speakers,Electronics,2015-04-18 07:00:00,1,0,Speaker,Electronics,5608503,0.68078524,False
17552,41579,verizon,Electronics,2015-04-16 07:00:00,1,1,Smartphone,Electronics,5584861,0.52338994,False
17561,41595,flycam nano,Electronics,2015-03-02 08:00:00,1,1,Camera,Electronics,5576465,0.56821555,False
17564,41606,7 inch google android tablet pc,Electronics,2015-03-23 07:00:00,2,1,Tablet,Electronics,5601340,0.56485164,False
17565,41606,"7"" chromo android tablet",Electronics,2015-03-23 07:00:00,1,1,Tablet,Electronics,5601340,0.5480479,False
17571,41616,digiland tablet,Electronics,2015-03-20 07:00:00,1,0,Tablet,Electronics,5601340,0.6411929,False
17573,41618,lenovo tablet pc ideatab a1000,Electronics,2015-04-29 07:00:00,1,0,Tablet,Electronics,5601340,0.54763806,False
17584,41642,yamaha center speaker,Electronics,2015-03-30 07:00:00,1,-1,Speaker,Electronics,5608503,0.5655228,False
17600,41677,i4 phone,Electronics,2015-03-31 07:00:00,1,0,Smartphone,Electronics,5584861,0.5795727,False
